a_weakness_overlap,a_role_balance,a_speed_variance,a_bst_efficiency,b_weakness_overlap,b_role_balance,b_speed_variance,b_bst_efficiency,team_a_wins
1,0.5,1.118033988749895,0.883738656857923,1,0.75,0.82915619758885,0.8582765644255785,0
3,0.75,1.0897247358851685,0.8756179050567595,0,0.5,1.479019945774904,0.857236759142497,1
0,1.0,1.118033988749895,0.8770100555978573,2,1.0,1.224744871391589,0.8585714285714285,1
1,1.0,1.5811388300841898,0.8679397477381758,0,0.75,1.479019945774904,0.8684805764411028,1
3,0.5,1.224744871391589,0.9006027296134247,1,0.5,0.5,0.8446287762416794,1
3,1.0,1.118033988749895,0.8759581913646841,0,0.5,0.4330127018922193,0.8521723487138633,1
2,1.0,0.82915619758885,0.8725995617323291,5,1.0,0.82915619758885,0.835412201317774,1
4,0.75,1.118033988749895,0.8818464059520492,0,0.75,1.0897247358851685,0.8743409920123342,1
3,0.75,0.8660254037844386,0.8448998490748849,1,0.5,0.5,0.854935728718232,0
0,0.75,0.7071067811865476,0.8371765811587792,1,0.5,0.4330127018922193,0.8337159619615419,1
3,0.5,1.5,0.8497834643449232,2,0.75,1.0897247358851685,0.8615576560817539,1
1,0.5,0.4330127018922193,0.8651925433355787,2,0.5,0.5,0.840611658456486,0
0,1.0,1.118033988749895,0.8885057463793737,1,0.75,0.0,0.8715572452899445,1
2,0.75,1.224744871391589,0.8665005483977347,1,1.0,1.6583123951777,0.8622756152469268,0
0,0.25,0.4330127018922193,0.8527013466491314,0,0.75,1.224744871391589,0.8343819308677511,0
3,1.0,0.82915619758885,0.8279478022487295,2,1.0,0.82915619758885,0.8693870619309215,1
0,0.75,1.0897247358851685,0.8565231421722295,0,0.5,0.5,0.8281632933568577,1
2,0.75,0.82915619758885,0.8479771476318444,1,0.5,0.82915619758885,0.8436591233445967,1
3,0.75,0.82915619758885,0.8724851778656126,3,0.75,1.5,0.853015873015873,0
2,0.75,1.224744871391589,0.8668203016914358,2,0.75,1.118033988749895,0.825200402948272,1
0,0.5,0.4330127018922193,0.8733979709386438,0,1.0,0.82915619758885,0.8472273337166955,0
5,0.5,1.118033988749895,0.8820036424661976,0,0.75,0.7071067811865476,0.8399188265541799,0
0,1.0,1.479019945774904,0.858194350853549,1,0.75,0.5,0.8824090561021157,0
0,0.75,0.82915619758885,0.852832559968377,0,0.75,0.4330127018922193,0.8819707491582491,1
4,1.0,1.299038105676658,0.8513133029797335,2,0.25,0.5,0.8452668128654971,0
2,0.75,1.7320508075688772,0.8353628724216959,0,0.75,1.224744871391589,0.8705054352459451,1
0,1.0,0.7071067811865476,0.8756105006105007,1,0.75,0.7071067811865476,0.8899142227852954,0
3,1.0,1.299038105676658,0.8973895247628829,3,0.75,1.224744871391589,0.8346513485655633,0
0,0.75,1.224744871391589,0.8602438317602252,5,0.75,0.5,0.8523780997428059,0
1,0.5,0.5,0.8794224574628761,2,0.75,0.82915619758885,0.8809919767068483,0
0,1.0,1.118033988749895,0.8586017911952492,3,0.75,0.8660254037844386,0.8700106956429402,0
3,0.5,1.6583123951777,0.8569849328938288,2,0.5,1.0,0.8773970258205432,0
2,1.0,1.224744871391589,0.8752381558090031,0,0.75,1.6583123951777,0.849559331797235,0
1,1.0,0.82915619758885,0.8546257022394598,1,0.75,1.0897247358851685,0.872379426074843,1
0,0.75,0.7071067811865476,0.9019862449497366,3,0.5,0.4330127018922193,0.8437749430109711,1
1,1.0,1.118033988749895,0.8869554455445545,1,0.75,0.82915619758885,0.8757698780000485,0
2,0.5,1.118033988749895,0.8506572933696108,4,0.75,0.4330127018922193,0.8596535982814179,1
2,0.5,1.118033988749895,0.8408913050447844,0,1.0,0.5,0.8581753495546599,1
4,0.5,0.82915619758885,0.8537944501578054,2,0.75,0.7071067811865476,0.8510285615027668,0
3,0.75,0.7071067811865476,0.789348640399556,1,1.0,0.82915619758885,0.8532573624674897,0
3,0.75,0.82915619758885,0.859077380952381,0,1.0,1.479019945774904,0.8517107914428943,1
3,0.75,1.7320508075688772,0.8567893730677058,2,0.75,1.0897247358851685,0.8526112983527436,1
2,0.75,1.6393596310755,0.8536975974948413,0,0.75,1.5,0.8620155509560303,0
1,0.75,0.4330127018922193,0.8584168354475358,0,0.75,1.299038105676658,0.8772228876207177,0
1,0.5,1.118033988749895,0.8479705459770115,0,0.75,0.82915619758885,0.8610886109174377,0
3,0.75,1.6583123951777,0.8641130398199143,0,1.0,1.0897247358851685,0.8424637228838474,1
2,0.75,0.5,0.8462766932578254,1,1.0,1.0897247358851685,0.8497655777374471,0
1,0.5,1.0897247358851685,0.8461452430113195,0,0.75,1.118033988749895,0.865447903127766,0
0,1.0,1.299038105676658,0.8788453574344663,1,0.75,0.7071067811865476,0.8655034155034155,1
5,0.75,0.82915619758885,0.8288105172272557,0,0.75,0.5,0.8831597222222222,1
1,0.75,1.5,0.8493009342662057,2,0.25,0.5,0.8638117283950617,1
0,0.75,1.118033988749895,0.8677311110045212,1,0.5,0.82915619758885,0.8327095248484471,0
4,0.5,0.5,0.8677021919879063,1,0.5,0.82915619758885,0.8872333584290105,0
2,0.75,0.8660254037844386,0.8490488179068664,4,0.75,0.82915619758885,0.8591890964317701,0
2,0.5,0.4330127018922193,0.8796476552606792,1,0.75,1.299038105676658,0.8427354562514662,0
2,0.75,0.82915619758885,0.8588634256863478,3,1.0,1.479019945774904,0.8222482501092018,0
1,0.75,0.82915619758885,0.8707675438596492,3,1.0,1.0897247358851685,0.8572196819031979,1
0,1.0,0.7071067811865476,0.852249963846777,0,0.75,0.7071067811865476,0.8899809414903754,1
1,0.75,1.118033988749895,0.8535444951740158,1,0.75,0.8660254037844386,0.8764887088856161,0
2,0.75,0.4330127018922193,0.8569909520097398,0,0.75,1.479019945774904,0.861905666521928,1
2,1.0,0.5,0.8574286737287344,1,0.75,1.0,0.8486640171941133,0
1,0.5,0.5,0.8730891286133222,2,0.75,1.0897247358851685,0.8632936950642326,0
3,0.75,0.7071067811865476,0.8620092139262887,3,0.75,0.5,0.8543557724021064,1
2,0.5,1.0897247358851685,0.88524113313587,3,0.75,0.82915619758885,0.8588765723440646,1
1,1.0,1.118033988749895,0.8678425033149442,3,0.75,1.299038105676658,0.8601152537413671,1
2,1.0,0.4330127018922193,0.8898135168429548,0,0.75,0.4330127018922193,0.8500658402649492,0
1,0.5,0.7071067811865476,0.8545135351724326,2,0.75,1.118033988749895,0.8246120540139042,0
1,0.5,0.7071067811865476,0.8337565841635857,0,1.0,0.5,0.8539387215674863,0
3,1.0,0.82915619758885,0.8444017340684651,2,1.0,1.0,0.8757442962989584,0
1,1.0,1.299038105676658,0.8915867862296434,2,0.5,0.5,0.8451627264196176,1
1,0.75,0.4330127018922193,0.8548251888570249,1,1.0,1.118033988749895,0.8848302938196555,0
1,0.5,0.7071067811865476,0.8560415956731746,0,1.0,1.118033988749895,0.848878645415281,1
1,0.75,1.6393596310755,0.8575247393890857,5,0.5,0.8660254037844386,0.8633146632915292,0
2,0.75,0.4330127018922193,0.8632798349131288,3,0.75,0.82915619758885,0.8673866474710331,0
1,1.0,1.479019945774904,0.8744689440837041,2,0.75,1.5,0.8598563218390805,1
2,0.75,1.0897247358851685,0.8329852651631675,0,0.75,0.4330127018922193,0.8822535775706936,1
2,0.5,0.4330127018922193,0.8451857791313508,3,0.75,0.82915619758885,0.8645207234179539,0
0,0.5,1.5811388300841898,0.8886125471408723,0,1.0,1.224744871391589,0.8735823170731708,1
1,0.75,1.5,0.8703598950647647,0,0.75,0.82915619758885,0.8732517855239313,1
0,0.5,0.7071067811865476,0.8734014119816265,1,1.0,0.5,0.8322994916485114,0
0,0.75,0.5,0.8541640722291406,1,0.75,1.118033988749895,0.8606310948248713,1
2,0.5,1.5,0.8735456077545176,1,0.75,1.479019945774904,0.8696526571010571,0
1,1.0,1.0897247358851685,0.836361967189035,2,0.75,1.118033988749895,0.8787986693780742,0
1,0.75,0.7071067811865476,0.8803492324022317,0,0.75,0.4330127018922193,0.8515901360544218,0
1,0.5,0.7071067811865476,0.8666691127205092,2,0.75,0.5,0.8680684858364236,0
1,0.75,1.118033988749895,0.8759712256400658,0,0.5,0.0,0.8284261535939677,0
3,0.75,0.82915619758885,0.8964825419549829,3,0.75,1.224744871391589,0.8140477337628889,1
0,0.75,0.82915619758885,0.8677679211161138,3,0.5,0.82915619758885,0.8263172254669405,1
0,0.5,0.4330127018922193,0.8281521165923582,2,0.75,1.7853571071357126,0.8598419493588703,0
0,0.75,1.299038105676658,0.8476993266572214,1,1.0,1.224744871391589,0.8857247631143808,1
2,1.0,0.82915619758885,0.8616429765886287,2,0.75,1.5811388300841898,0.8545472996688852,1
0,0.5,0.5,0.8884480075270819,1,0.5,0.82915619758885,0.8558852587598232,0
1,0.75,0.7071067811865476,0.8635432974322456,1,0.75,0.4330127018922193,0.877115395493642,1
4,1.0,0.7071067811865476,0.8573562424678166,1,0.75,1.4142135623730951,0.8485415718011342,0
2,0.75,0.5,0.8526795924628741,3,0.75,1.299038105676658,0.8338261494252874,1
1,0.5,1.299038105676658,0.8799599606359516,1,0.75,0.7071067811865476,0.8336956974270405,0
2,0.75,1.479019945774904,0.8666745954240109,1,0.75,1.118033988749895,0.8734521280716933,1
2,0.75,1.299038105676658,0.8316231434647862,2,0.75,1.0897247358851685,0.8529809939206519,1
2,0.75,0.4330127018922193,0.8464643493442763,0,0.75,0.5,0.8508492902166428,0
2,0.75,1.224744871391589,0.8559655292682471,3,0.5,0.7071067811865476,0.8690917379796836,1
1,0.75,1.224744871391589,0.8622529562783148,1,0.75,1.118033988749895,0.8707412762222523,1
2,1.0,1.479019945774904,0.851335053224294,1,0.75,1.6583123951777,0.8590602806240546,0
2,0.5,0.82915619758885,0.8315729447855621,1,1.0,1.4142135623730951,0.8889397110990381,0
2,0.75,0.82915619758885,0.8650218710895479,0,0.75,0.8660254037844386,0.883254865034526,1
1,0.75,0.7071067811865476,0.8522868582892352,1,0.5,0.5,0.8668405739313017,0
0,0.75,1.224744871391589,0.8628176291455749,2,0.75,1.6393596310755,0.873594545824445,1
1,0.75,0.82915619758885,0.868754327458113,0,0.5,0.4330127018922193,0.8673611390276835,1
2,0.5,0.4330127018922193,0.8646273650918048,1,0.75,0.4330127018922193,0.8751925293150381,1
0,0.5,0.0,0.8798656839899517,4,0.75,1.0,0.8557895670580352,0
1,0.5,0.5,0.8893829809687973,4,0.75,0.4330127018922193,0.8734983498349835,0
0,0.5,1.224744871391589,0.833904087715563,0,1.0,1.6393596310755,0.8451749589046214,0
1,1.0,1.5,0.8504942410530645,3,0.5,0.4330127018922193,0.8764550982978498,1
0,0.5,0.4330127018922193,0.8771087851950387,4,0.75,0.7071067811865476,0.8645943562610229,0
1,1.0,1.118033988749895,0.8698648449764521,1,0.75,0.4330127018922193,0.8588334211944444,1
2,0.75,1.0,0.8991198402673078,2,0.75,0.4330127018922193,0.8357261710978476,0
1,0.5,0.8660254037844386,0.8595432546884453,0,1.0,1.0,0.8741200372587388,1
1,0.75,1.5,0.8921308703801515,1,1.0,1.224744871391589,0.8450182970595649,1
3,0.5,1.299038105676658,0.8926538357278394,4,0.75,0.82915619758885,0.8551587512695266,0
1,1.0,1.0897247358851685,0.8487696019660124,0,0.5,0.82915619758885,0.8415309331338745,0
1,1.0,0.7071067811865476,0.8710080579035663,0,0.75,0.82915619758885,0.8621873768984987,1
3,0.5,0.82915619758885,0.8792628205128205,1,0.75,0.4330127018922193,0.8566468253968255,1
0,0.75,0.7071067811865476,0.8895985206639199,1,0.75,1.4142135623730951,0.8534341639303845,0
1,1.0,1.7853571071357126,0.8658677087856419,5,0.75,1.0897247358851685,0.8544857279194864,0
1,0.75,1.479019945774904,0.8970164188010368,1,1.0,1.5811388300841898,0.8806117010664796,0
0,1.0,0.82915619758885,0.8883878228236556,0,0.5,1.5,0.844815309911626,1
2,1.0,1.5,0.875268889186415,1,0.75,1.224744871391589,0.8706892321587358,1
0,0.5,0.82915619758885,0.8493974788615951,3,0.75,0.82915619758885,0.8774867511836763,0
0,1.0,1.5811388300841898,0.8283381734006734,2,1.0,1.0,0.8469484565278957,1
4,0.75,1.0897247358851685,0.8670157824939383,2,0.75,0.4330127018922193,0.8573161588579093,0
0,1.0,0.82915619758885,0.8612534451522426,2,0.75,1.0897247358851685,0.8578206040088368,0
2,1.0,0.82915619758885,0.8456222858640312,0,0.5,0.8660254037844386,0.8741954240220114,1
1,0.75,0.82915619758885,0.8681639245070836,2,1.0,1.224744871391589,0.861977995023107,0
1,0.75,0.8660254037844386,0.8670202641489826,2,0.25,0.0,0.8668000360073531,1
1,0.75,1.224744871391589,0.8618293471234648,1,0.75,0.82915619758885,0.8514256125506787,1
1,0.75,1.6583123951777,0.8858302247091215,3,0.75,1.118033988749895,0.8360186179735052,0
0,1.0,0.82915619758885,0.8486008642050187,3,1.0,0.8660254037844386,0.8575728279468763,1
1,1.0,1.479019945774904,0.8686237502237648,1,1.0,1.118033988749895,0.8594492337164751,0
0,0.75,0.7071067811865476,0.8508537526654392,1,0.5,0.82915619758885,0.8792365800487653,0
0,0.75,1.224744871391589,0.8749468046078216,1,0.5,0.82915619758885,0.8694578285231229,0
3,0.5,0.5,0.8410910028230493,1,0.75,1.118033988749895,0.8545157295337318,0
0,0.75,0.82915619758885,0.8590654696222406,0,0.75,1.0897247358851685,0.8730782759992842,0
2,0.5,1.118033988749895,0.8672661813718802,0,0.75,0.7071067811865476,0.8671045429666119,1
0,0.75,0.82915619758885,0.8600862532927733,2,0.5,1.0897247358851685,0.8913189533239039,0
2,0.75,0.4330127018922193,0.8441161445016071,0,0.5,0.4330127018922193,0.876571855018808,1
2,0.75,0.82915619758885,0.8841854331507406,1,1.0,0.82915619758885,0.8414872642497429,0
2,0.75,1.118033988749895,0.847983110717839,1,0.75,0.8660254037844386,0.8799054982817869,0
0,1.0,1.6393596310755,0.8761637939633331,0,1.0,1.5,0.8692027893330118,0
0,0.75,1.0897247358851685,0.8720759815949973,1,1.0,1.224744871391589,0.8877299948809135,1
1,0.75,1.5,0.864743194858639,4,0.75,1.0897247358851685,0.8615096445082098,1
3,0.75,0.5,0.8470066076334476,2,0.75,0.82915619758885,0.8508658499697519,0
1,0.5,0.4330127018922193,0.8584121355397951,5,0.75,1.224744871391589,0.8534896623800544,0
2,0.75,1.0897247358851685,0.8392455582621141,1,0.75,1.0897247358851685,0.8603500739918609,0
1,1.0,1.479019945774904,0.8553921568627451,0,0.75,0.5,0.8549541958344136,1
2,0.75,0.5,0.852479796145377,3,0.75,1.118033988749895,0.851524924440028,0
1,0.75,0.7071067811865476,0.8652364607170099,3,0.75,0.7071067811865476,0.830098376444689,1
2,0.5,0.4330127018922193,0.8463153612210309,2,0.75,0.82915619758885,0.8522072682343509,0
1,0.5,0.82915619758885,0.8215125821195909,1,0.75,0.4330127018922193,0.8774893543275897,1
0,0.75,0.82915619758885,0.8894760071860313,1,1.0,1.6583123951777,0.8734663503629021,0
4,0.5,1.6583123951777,0.8581977246543778,2,0.75,0.8660254037844386,0.8585983187134503,1
0,0.5,0.5,0.8686771790057843,2,0.5,0.4330127018922193,0.8491990757559442,0
0,0.5,0.4330127018922193,0.8603550724637682,1,0.75,0.82915619758885,0.8857056407869067,1
2,1.0,1.5,0.8367676872393854,2,1.0,1.118033988749895,0.8613362586413876,0
3,1.0,0.82915619758885,0.886664794848757,4,0.75,0.7071067811865476,0.8567631980475159,0
3,0.75,1.6393596310755,0.8388360546745641,2,1.0,0.4330127018922193,0.8585939403372946,0
3,0.75,0.4330127018922193,0.8812897196261683,1,0.75,1.299038105676658,0.8543609029604311,1
1,0.75,1.6583123951777,0.8787791697371653,4,0.75,1.224744871391589,0.8376679537686667,0
0,0.75,0.82915619758885,0.8576898326898328,1,0.75,1.5,0.8723057644110276,1
2,0.5,0.0,0.8699720237904561,1,0.5,0.7071067811865476,0.8517608517608517,1
2,0.5,1.224744871391589,0.8403436475804897,0,0.75,0.4330127018922193,0.8486585688445438,0
0,0.75,0.8660254037844386,0.8595658297453806,4,1.0,1.0897247358851685,0.8546415037226333,1
1,0.75,0.82915619758885,0.8492973930078361,0,1.0,1.479019945774904,0.8177033564261824,0
0,0.75,1.5,0.8689955390613285,1,0.75,0.7071067811865476,0.8388848577243221,1
4,1.0,1.224744871391589,0.8806451088955978,0,0.75,1.118033988749895,0.8738449446559906,1
1,0.75,0.5,0.8201955894346107,1,1.0,0.7071067811865476,0.850860918684613,1
2,0.75,0.7071067811865476,0.8618071832419902,0,0.75,0.7071067811865476,0.8698161648374699,0
1,0.75,0.5,0.8649948407209819,3,0.5,1.224744871391589,0.8494169620906511,0
1,0.75,0.7071067811865476,0.8488881030960239,1,0.5,0.5,0.8721246157446612,1
1,0.5,0.4330127018922193,0.8656165200976522,1,1.0,1.0897247358851685,0.861206403659234,0
3,1.0,1.118033988749895,0.882145267013688,1,0.75,1.7853571071357126,0.8555858545125271,0
3,0.5,0.8660254037844386,0.871284904179641,1,1.0,1.479019945774904,0.8609160576265839,1
2,0.75,1.118033988749895,0.8466099736130648,3,0.75,0.0,0.8663046975546976,1
4,0.75,1.4142135623730951,0.8239795089575792,3,0.75,0.82915619758885,0.8815710607300485,1
1,1.0,1.299038105676658,0.859414255866281,0,1.0,1.0,0.858009387717351,1
2,1.0,1.479019945774904,0.8512663204130851,0,0.5,0.82915619758885,0.8109780639646881,1
3,1.0,0.4330127018922193,0.8591073271413828,4,0.5,0.5,0.8419995881078742,1
2,1.0,1.299038105676658,0.8470809038369953,0,0.75,1.299038105676658,0.8618205584274773,0
0,0.75,1.5,0.8678155809986411,2,0.25,0.5,0.8869374578965097,1
0,1.0,1.479019945774904,0.8639637506508824,1,0.75,0.82915619758885,0.8509712559493783,1
0,0.75,1.118033988749895,0.9023613835471065,3,0.75,1.0,0.8739634213572964,0
1,0.75,1.6393596310755,0.8636954276660159,2,0.75,0.4330127018922193,0.8501092286868148,0
2,0.75,1.118033988749895,0.8763083807491702,1,0.75,0.4330127018922193,0.843693667422088,1
0,0.5,1.224744871391589,0.8480122979887028,2,1.0,0.7071067811865476,0.848755961020112,0
2,0.5,1.299038105676658,0.8486979166666667,1,0.75,1.299038105676658,0.863424753077863,1
1,0.75,0.7071067811865476,0.886998249948301,0,1.0,1.479019945774904,0.8707061647747555,0
2,1.0,1.299038105676658,0.8621299051045745,2,0.75,1.118033988749895,0.819468446512315,0
2,0.5,0.8660254037844386,0.8492464659608445,3,0.5,0.4330127018922193,0.861813320820579,1
0,0.75,0.82915619758885,0.8661970899470899,2,0.5,1.118033988749895,0.8356558505915886,0
2,0.75,1.299038105676658,0.890535671800273,1,0.75,1.479019945774904,0.88473182426405,0
3,0.5,0.8660254037844386,0.8507350489812499,4,1.0,1.5811388300841898,0.8504044971781847,0
1,1.0,1.299038105676658,0.857850964842378,0,0.75,1.0897247358851685,0.8448590492718882,0
1,1.0,0.7071067811865476,0.8541631126523946,2,0.5,0.82915619758885,0.8670145836112222,1
2,1.0,1.4142135623730951,0.8496308457906538,0,0.75,1.299038105676658,0.841561140617767,1
0,0.75,1.479019945774904,0.8818279873924975,1,0.75,1.0897247358851685,0.8391743320845058,0
3,0.75,1.118033988749895,0.8566312289182952,1,1.0,1.118033988749895,0.8345954685564485,0
0,0.75,0.5,0.8516571969696969,3,0.75,1.299038105676658,0.857072970045411,0
4,0.75,1.224744871391589,0.8470389999775167,1,0.75,0.82915619758885,0.8598844908585537,1
1,1.0,1.479019945774904,0.8670962517333766,0,1.0,0.7071067811865476,0.8457573194796827,1
0,0.75,1.118033988749895,0.8783076298701299,2,0.75,0.82915619758885,0.8500661375661376,1
1,0.75,1.6393596310755,0.8686700589468106,0,0.75,0.7071067811865476,0.8717236467236468,1
0,0.75,0.4330127018922193,0.8745753634951001,3,1.0,0.82915619758885,0.8662806483404806,0
2,0.5,1.299038105676658,0.8404207335107957,2,0.75,1.479019945774904,0.8630135800389338,1
1,0.75,0.4330127018922193,0.8694355149488766,2,1.0,0.7071067811865476,0.85707060993984,0
2,0.75,0.82915619758885,0.8520331083252973,0,0.75,1.118033988749895,0.8819151199915215,1
0,1.0,0.82915619758885,0.8568978238844104,0,0.75,0.82915619758885,0.8654875629879103,0
1,0.75,1.0897247358851685,0.8878253237634577,1,1.0,0.7071067811865476,0.8444494548661216,1
0,0.75,1.479019945774904,0.8585204600210812,1,0.5,0.7071067811865476,0.8354906708357727,1
0,0.75,0.7071067811865476,0.8977987623460161,2,0.75,0.7071067811865476,0.8503232378601856,0
0,1.0,1.5811388300841898,0.8544687396075823,2,0.5,1.0897247358851685,0.8520051896540994,1
2,0.75,0.5,0.8596866548343476,4,1.0,1.5,0.852393146759344,0
0,0.5,0.4330127018922193,0.853407425907426,1,1.0,1.0,0.8710415313086759,0
2,0.75,1.5,0.8405236730024326,0,0.5,1.0,0.8060735263870353,0
3,1.0,1.0897247358851685,0.859876906784703,1,1.0,1.5811388300841898,0.8723314927136794,1
0,1.0,1.118033988749895,0.861768977952583,0,0.75,1.0,0.8683749657667527,0
1,0.75,0.82915619758885,0.8734054620559133,1,0.75,1.0897247358851685,0.8492315009690958,0
1,0.75,1.5,0.87093283061025,0,0.5,1.5,0.8688620769509466,1
2,1.0,1.0,0.8487062086378538,0,0.5,0.0,0.8499282461304163,1
1,0.75,1.118033988749895,0.8460393772893773,0,0.5,1.7320508075688772,0.8445054945054945,0
0,0.25,0.4330127018922193,0.8472187504315762,1,0.75,1.118033988749895,0.878997899789979,0
0,0.75,0.8660254037844386,0.8835611649855583,2,0.5,0.4330127018922193,0.8605375579007553,0
3,1.0,0.5,0.8649370244409726,1,1.0,1.118033988749895,0.8540685730445063,1
3,0.5,0.4330127018922193,0.8619300877921567,0,0.75,0.82915619758885,0.8598392139101233,0
2,1.0,0.82915619758885,0.8693418217003123,4,0.75,0.82915619758885,0.8554624755981021,0
1,0.75,1.0897247358851685,0.8497053736180611,2,0.75,1.5,0.8437943173199307,0
1,0.75,1.0,0.8142468010494688,0,0.5,0.4330127018922193,0.8542781339008225,0
0,0.25,0.5,0.8669517887298284,0,0.75,1.0,0.8314472886278765,0
0,1.0,1.299038105676658,0.8524545285312249,1,0.75,1.5,0.8392643571502217,1
1,0.75,1.118033988749895,0.8669053044305042,3,0.5,1.5,0.8573114968271742,1
4,0.75,0.4330127018922193,0.819553650372616,1,0.75,0.4330127018922193,0.8714344491025643,1
1,0.75,1.0897247358851685,0.8536562235015843,0,0.75,0.4330127018922193,0.8712360670029267,0
3,1.0,1.224744871391589,0.8601044029462399,1,0.75,0.4330127018922193,0.8621506547698206,1
1,0.75,0.82915619758885,0.8971824592769936,0,0.75,0.82915619758885,0.8551460125836502,0
2,1.0,1.224744871391589,0.8638905022558876,4,0.75,0.7071067811865476,0.8529503379480035,1
0,0.75,0.0,0.8403847571129224,1,0.5,0.4330127018922193,0.8597903818492053,0
4,0.75,0.7071067811865476,0.8770566320975477,1,0.75,1.5,0.8216724326218126,0
1,0.5,1.0897247358851685,0.8872746336727375,3,1.0,0.4330127018922193,0.8352536893760298,0
1,0.5,0.0,0.8698224671521824,1,1.0,1.479019945774904,0.8339500481929327,0
0,0.75,1.299038105676658,0.8334295521023567,3,0.25,0.5,0.8699880366591182,1
2,0.75,0.7071067811865476,0.8821228154561488,1,1.0,1.5,0.8557843743558029,0
2,1.0,1.299038105676658,0.85467876236649,1,0.75,1.0897247358851685,0.8437629374423143,0
1,1.0,1.224744871391589,0.8558734072531243,1,0.5,0.8660254037844386,0.8792623379985057,1
1,1.0,0.4330127018922193,0.873958081256218,2,0.75,0.82915619758885,0.8568528424230234,0
1,0.75,0.82915619758885,0.8528310392682346,1,1.0,1.118033988749895,0.8480373792873793,0
2,0.75,1.299038105676658,0.8667969845722301,0,0.75,1.118033988749895,0.8543024785671844,1
3,0.75,0.7071067811865476,0.8427906623175586,1,0.75,1.118033988749895,0.8600864597662511,0
0,0.75,0.4330127018922193,0.8718160541510229,2,1.0,1.0897247358851685,0.8285237332112332,1
4,0.75,0.82915619758885,0.8606627747252747,1,0.5,0.8660254037844386,0.8562597008977264,0
1,0.75,0.7071067811865476,0.8345786039120917,1,1.0,1.118033988749895,0.8357456140350877,0
2,0.75,1.118033988749895,0.867014746421963,3,1.0,0.5,0.8788897445181559,0
2,1.0,1.0,0.8485912439962783,2,0.75,0.82915619758885,0.8469614170477185,1
2,0.75,0.4330127018922193,0.8506689092890676,3,0.75,1.224744871391589,0.8988431228951997,1
1,0.75,1.0897247358851685,0.8602772718674391,2,1.0,0.8660254037844386,0.8433800504544908,0
2,0.5,0.4330127018922193,0.8588633040935673,0,0.75,0.82915619758885,0.8884192748578372,0
1,0.75,1.5,0.8545635118539932,0,0.75,0.8660254037844386,0.8901611226611228,1
1,0.5,0.0,0.8562033687127316,2,0.75,1.5,0.881984126984127,1
4,1.0,0.82915619758885,0.8598099019490772,1,1.0,1.299038105676658,0.8611848289436057,0
3,0.5,0.7071067811865476,0.8631622539670265,4,0.25,0.4330127018922193,0.9067454291980783,1
1,0.75,1.5,0.8657464585561931,2,0.75,0.82915619758885,0.8706234063633022,0
1,0.5,0.4330127018922193,0.8481692406692406,1,0.5,0.82915619758885,0.9011671004434163,0
1,0.75,1.0897247358851685,0.8803664270968729,2,0.75,1.118033988749895,0.839932922628134,0
0,0.75,0.4330127018922193,0.8617836944401485,2,0.75,1.224744871391589,0.8594000841443297,0
0,1.0,1.0,0.8712156665173907,0,1.0,1.224744871391589,0.8677465159361712,0
1,0.25,0.0,0.8449737623227487,1,0.75,1.224744871391589,0.8467352605753934,0
3,1.0,1.5,0.8445754848270965,0,0.75,1.5,0.8818755831000933,0
2,1.0,0.82915619758885,0.8622432708253605,1,0.5,1.224744871391589,0.8848555847226061,1
2,0.5,0.7071067811865476,0.8448554138801817,1,0.5,1.0897247358851685,0.8597585513078471,1
2,1.0,0.5,0.856907894736842,0,0.75,1.5,0.846529508879398,0
3,0.75,0.5,0.8674699509998568,1,1.0,0.7071067811865476,0.8612831806941332,1
1,1.0,1.0897247358851685,0.8831592817385598,1,0.5,0.82915619758885,0.8891651802421372,0
1,0.75,0.7071067811865476,0.8424094229543561,3,0.75,1.7853571071357126,0.8891664203733807,0
0,1.0,0.5,0.8876443066526538,2,0.75,0.4330127018922193,0.8821192483535931,1
2,0.75,0.82915619758885,0.8678738690940979,0,0.75,1.4142135623730951,0.8630324720788889,0
2,0.75,1.224744871391589,0.869720036907537,0,0.75,1.6583123951777,0.8295039784446565,1
1,1.0,0.7071067811865476,0.8199048699512808,0,0.75,0.8660254037844386,0.8418333333333333,1
0,0.5,1.224744871391589,0.889459548300716,2,0.75,0.82915619758885,0.8858933627855193,1
1,0.75,0.5,0.8795775310369628,2,0.75,0.82915619758885,0.8650936699857752,0
0,0.75,1.5,0.841753343016367,0,0.5,0.8660254037844386,0.8546429327523819,0
0,1.0,1.0,0.861524064171123,5,0.75,0.4330127018922193,0.8454631557752733,1
0,0.5,0.5,0.8654826733464196,3,0.5,1.5,0.8320091307769812,0
2,0.5,1.0897247358851685,0.8387285415733692,0,0.5,0.5,0.9049150491295068,1
0,0.75,0.82915619758885,0.8498718953460332,1,0.75,0.4330127018922193,0.8467103140570122,0
2,0.75,0.4330127018922193,0.860185261007673,3,0.75,0.5,0.8552963685919445,0
1,0.75,0.8660254037844386,0.8655838313733051,1,0.75,1.118033988749895,0.8660004200886768,1
0,0.5,0.7071067811865476,0.8396673157616253,3,0.75,1.0897247358851685,0.844030867222691,0
1,0.75,1.299038105676658,0.863865787694388,2,0.75,0.82915619758885,0.8433320752233628,1
0,0.75,0.4330127018922193,0.8849370208105147,0,0.75,0.8660254037844386,0.8727893621239629,1
0,0.75,0.82915619758885,0.8719180915609488,0,0.75,1.0897247358851685,0.8701508400631207,1
