id,name,type,category,base_power,accuracy,priority,target,flags,secondary,boosts,self,volatileStatus,selfSwitch,recoil,drain,multihit,selfdestruct,critRatio
constrict,Constrict,normal,Physical,10,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
continentalcrush,Continental Crush,rock,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
conversion,Conversion,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
conversion2,Conversion 2,normal,Status,0,true,0,normal,"{""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
copycat,Copycat,normal,Status,0,true,0,self,"{""failencore"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
coreenforcer,Core Enforcer,dragon,Special,100,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
corkscrewcrash,Corkscrew Crash,steel,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
corrosivegas,Corrosive Gas,poison,Status,0,100,0,allAdjacent,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
cosmicpower,Cosmic Power,psychic,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 1, ""spd"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
cottonguard,Cotton Guard,grass,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 3}",{},,False,"[0, 1]","[0, 1]",1,,1
cottonspore,Cotton Spore,grass,Status,0,100,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1, ""powder"": 1}",{},"{""spe"": -2}",{},,False,"[0, 1]","[0, 1]",1,,1
counter,Counter,fighting,Physical,0,100,-5,scripted,"{""contact"": 1, ""protect"": 1, ""failmefirst"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
courtchange,Court Change,normal,Status,0,100,0,all,"{""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
covet,Covet,normal,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""failmefirst"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
crabhammer,Crabhammer,water,Physical,100,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
craftyshield,Crafty Shield,fairy,Status,0,true,3,allySide,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
crosschop,Cross Chop,fighting,Physical,100,80,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
crosspoison,Cross Poison,poison,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}","{""chance"": 10, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,2
crunch,Crunch,dark,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}","{""chance"": 20, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
crushclaw,Crush Claw,normal,Physical,75,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
crushgrip,Crush Grip,normal,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
curse,Curse,ghost,Status,0,true,0,normal,"{""bypasssub"": 1, ""metronome"": 1}",{},{},{},curse,False,"[0, 1]","[0, 1]",1,,1
cut,Cut,normal,Physical,50,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
darkestlariat,Darkest Lariat,dark,Physical,85,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
darkpulse,Dark Pulse,dark,Special,80,100,0,any,"{""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1, ""pulse"": 1}","{""chance"": 20, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
darkvoid,Dark Void,dark,Status,0,50,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1, ""nosketch"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dazzlinggleam,Dazzling Gleam,fairy,Special,80,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
decorate,Decorate,fairy,Status,0,true,0,normal,"{""allyanim"": 1}",{},"{""atk"": 2, ""spa"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
defendorder,Defend Order,bug,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 1, ""spd"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
defensecurl,Defense Curl,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 1}",{},defensecurl,False,"[0, 1]","[0, 1]",1,,1
defog,Defog,flying,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
destinybond,Destiny Bond,ghost,Status,0,true,0,self,"{""bypasssub"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},destinybond,False,"[0, 1]","[0, 1]",1,,1
detect,Detect,fighting,Status,0,true,4,self,"{""noassist"": 1, ""failcopycat"": 1}",{},{},{},protect,False,"[0, 1]","[0, 1]",1,,1
devastatingdrake,Devastating Drake,dragon,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
diamondstorm,Diamond Storm,rock,Physical,100,95,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1}",{},{},"{""chance"": 50, ""boosts"": {""def"": 2}}",,False,"[0, 1]","[0, 1]",1,,1
dig,Dig,ground,Physical,80,100,0,normal,"{""contact"": 1, ""charge"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
direclaw,Dire Claw,poison,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50}",{},{},,False,"[0, 1]","[0, 1]",1,,1
disable,Disable,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},disable,False,"[0, 1]","[0, 1]",1,,1
disarmingvoice,Disarming Voice,fairy,Special,40,true,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
discharge,Discharge,electric,Special,80,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
dive,Dive,water,Physical,80,100,0,normal,"{""contact"": 1, ""charge"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""allyanim"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dizzypunch,Dizzy Punch,normal,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 20, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
doodle,Doodle,normal,Status,0,100,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
doomdesire,Doom Desire,steel,Special,140,100,0,normal,"{""metronome"": 1, ""futuremove"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
doubleedge,Double-Edge,normal,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[33, 100]","[0, 1]",1,,1
doublehit,Double Hit,normal,Physical,35,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
doubleironbash,Double Iron Bash,steel,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",2,,1
doublekick,Double Kick,fighting,Physical,30,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
doubleshock,Double Shock,electric,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
doubleslap,Double Slap,normal,Physical,15,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
doubleteam,Double Team,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""evasion"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
dracometeor,Draco Meteor,dragon,Special,130,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spa"": -2}}",,False,"[0, 1]","[0, 1]",1,,1
dragonascent,Dragon Ascent,flying,Physical,120,100,0,any,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""distance"": 1}",{},{},"{""boosts"": {""def"": -1, ""spd"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
dragonbreath,Dragon Breath,dragon,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
dragoncheer,Dragon Cheer,dragon,Status,0,true,0,adjacentAlly,"{""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},dragoncheer,False,"[0, 1]","[0, 1]",1,,1
dragonclaw,Dragon Claw,dragon,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dragondance,Dragon Dance,dragon,Status,0,true,0,self,"{""snatch"": 1, ""dance"": 1, ""metronome"": 1}",{},"{""atk"": 1, ""spe"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
dragondarts,Dragon Darts,dragon,Physical,50,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
dragonenergy,Dragon Energy,dragon,Special,150,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dragonhammer,Dragon Hammer,dragon,Physical,90,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dragonpulse,Dragon Pulse,dragon,Special,85,100,0,any,"{""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1, ""pulse"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dragonrage,Dragon Rage,dragon,Special,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dragonrush,Dragon Rush,dragon,Physical,100,75,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""minimize"": 1}","{""chance"": 20, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
dragontail,Dragon Tail,dragon,Physical,60,90,-6,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
drainingkiss,Draining Kiss,fairy,Special,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[3, 4]",1,,1
drainpunch,Drain Punch,fighting,Physical,75,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
dreameater,Dream Eater,psychic,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
drillpeck,Drill Peck,flying,Physical,80,100,0,any,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
drillrun,Drill Run,ground,Physical,80,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
drumbeating,Drum Beating,grass,Physical,80,100,0,normal,"{""protect"": 1, ""mirror"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
dualchop,Dual Chop,dragon,Physical,40,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
dualwingbeat,Dual Wingbeat,flying,Physical,40,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
dynamaxcannon,Dynamax Cannon,dragon,Special,100,100,0,normal,"{""protect"": 1, ""failencore"": 1, ""nosleeptalk"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
dynamicpunch,Dynamic Punch,fighting,Physical,100,50,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 100, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
earthpower,Earth Power,ground,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}","{""chance"": 10, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
earthquake,Earthquake,ground,Physical,100,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
echoedvoice,Echoed Voice,normal,Special,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
eerieimpulse,Eerie Impulse,electric,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},"{""spa"": -2}",{},,False,"[0, 1]","[0, 1]",1,,1
eeriespell,Eerie Spell,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}","{""chance"": 100}",{},{},,False,"[0, 1]","[0, 1]",1,,1
eggbomb,Egg Bomb,normal,Physical,100,75,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
electricterrain,Electric Terrain,electric,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
electrify,Electrify,electric,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},electrify,False,"[0, 1]","[0, 1]",1,,1
electroball,Electro Ball,electric,Special,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
electrodrift,Electro Drift,electric,Special,100,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
electroshot,Electro Shot,electric,Special,130,100,0,normal,"{""charge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
electroweb,Electroweb,electric,Special,55,95,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
embargo,Embargo,dark,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},embargo,False,"[0, 1]","[0, 1]",1,,1
ember,Ember,fire,Special,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
encore,Encore,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1, ""failencore"": 1}",{},{},{},encore,False,"[0, 1]","[0, 1]",1,,1
endeavor,Endeavor,normal,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
endure,Endure,normal,Status,0,true,4,self,"{""noassist"": 1, ""failcopycat"": 1}",{},{},{},endure,False,"[0, 1]","[0, 1]",1,,1
energyball,Energy Ball,grass,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}","{""chance"": 10, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
entrainment,Entrainment,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
eruption,Eruption,fire,Special,150,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
esperwing,Esper Wing,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""spe"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,2
eternabeam,Eternabeam,dragon,Special,160,90,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
expandingforce,Expanding Force,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
explosion,Explosion,normal,Physical,250,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,always,1
extrasensory,Extrasensory,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
extremeevoboost,Extreme Evoboost,normal,Status,0,true,0,self,{},{},"{""atk"": 2, ""def"": 2, ""spa"": 2, ""spd"": 2, ""spe"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
extremespeed,Extreme Speed,normal,Physical,80,100,2,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
facade,Facade,normal,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fairylock,Fairy Lock,fairy,Status,0,true,0,all,"{""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fairywind,Fairy Wind,fairy,Special,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""wind"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fakeout,Fake Out,normal,Physical,40,100,3,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
faketears,Fake Tears,dark,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},"{""spd"": -2}",{},,False,"[0, 1]","[0, 1]",1,,1
falsesurrender,False Surrender,dark,Physical,80,true,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
falseswipe,False Swipe,normal,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
featherdance,Feather Dance,flying,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""dance"": 1, ""allyanim"": 1, ""metronome"": 1}",{},"{""atk"": -2}",{},,False,"[0, 1]","[0, 1]",1,,1
feint,Feint,normal,Physical,30,100,2,normal,"{""mirror"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
feintattack,Feint Attack,dark,Physical,60,true,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fellstinger,Fell Stinger,bug,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
ficklebeam,Fickle Beam,dragon,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fierydance,Fiery Dance,fire,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""dance"": 1, ""metronome"": 1}","{""chance"": 50, ""self"": {""boosts"": {""spa"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
fierywrath,Fiery Wrath,dark,Special,90,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1}","{""chance"": 20, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
filletaway,Fillet Away,normal,Status,0,true,0,self,"{""snatch"": 1}",{},"{""atk"": 2, ""spa"": 2, ""spe"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
finalgambit,Final Gambit,fighting,Special,0,100,0,normal,"{""protect"": 1, ""metronome"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,ifHit,1
fireblast,Fire Blast,fire,Special,110,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
firefang,Fire Fang,fire,Physical,65,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
firelash,Fire Lash,fire,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
firepledge,Fire Pledge,fire,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1, ""pledgecombo"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
firepunch,Fire Punch,fire,Physical,75,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
firespin,Fire Spin,fire,Special,35,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},partiallytrapped,False,"[0, 1]","[0, 1]",1,,1
firstimpression,First Impression,bug,Physical,90,100,2,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fishiousrend,Fishious Rend,water,Physical,85,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fissure,Fissure,ground,Physical,0,30,0,normal,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flail,Flail,normal,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flameburst,Flame Burst,fire,Special,70,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flamecharge,Flame Charge,fire,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""spe"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
flamethrower,Flamethrower,fire,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
flamewheel,Flame Wheel,fire,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
flareblitz,Flare Blitz,fire,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[33, 100]","[0, 1]",1,,1
flash,Flash,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},"{""accuracy"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
